ID,回答エリア,施設,回答日時,宿泊数（全行程）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,宿泊目的,交通手段,交通手段（施設）,満足度（交通手段）,満足度理由（交通手段）,一人あたり宿泊費,一人あたり交通費,一人あたり消費額（県内）,訪問回数,情報源,訪問施設（前）,訪問施設（前）自由記入,訪問施設（後）自由記入,一人あたり消費額（施設）,満足度（商品・サービス）,満足度理由（商品・サービス）,満足度（施設）,満足度理由（施設）,不便（施設）,不便理由,NPS,自由意見（施設）,リピート意向,自由意見（県内）,性別,生年,都道府県,市区町村,世帯年収,回答動機,旅全体の総合満足度を教えてください。,"石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。
０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。",今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
1421,金沢,金沢中央観光案内所,2023-12-25T15:03:10+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,自分ひとり,"宿でのんびり過ごす, 地元の美味しいものを食べる, 名所、旧跡の観光",旅行会社ツアーバス,徒歩,,,"10,000円以上、20,000円未満","1,000円以上、3,000円未満","1,000円以上、3,000円未満",２～５回目,観光パンフレット・ポスター,尾山神社,,成巽閣,"1,000円以上、3,000円未満",満足,皆さんに親切で、また来たいと思う,満足,スペースが広くてゆったり観られる,感じなかった,,10,満足している、このまま,また行きたい（1年以内）,な,女性,1949,愛知県,名古屋市,100万円以上200万円未満,"能登牛が当たる, ひゃくまさんが好き, 石川県のおすすめ観光スポットが見たい",,,美術館や博物館が素晴らしい
1422,能登,のとじま水族館,2023-12-25T16:04:56+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,自分ひとり,"名所、旧跡の観光, まちあるき、都市散策","在来線, 飛行機","在来線, 路線バス",どちらでもない,少し遠い,"10,000円以上、20,000円未満","50,000円以上、100,000円未満","10,000円以上、20,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,金沢,金沢,"1,000円以上、3,000円未満",とても満足,イルカショーよかったです,とても満足,,感じなかった,,9,,また行きたい（1年以内）,特になし,男性,2001,北海道,札幌市,800万円以上900万円未満,能登牛が当たる,,,
1423,加賀,湯快リゾート　NEW MARUYAホテル,2023-12-25T16:25:51+09:00,1泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,福井県,夫婦2人,温泉や露天風呂,自家用車,自家用車,満足,あったかい温泉が良かった,"10,000円以上、20,000円未満","10,000円以上、20,000円未満","5,000円以上、10,000円未満",初めて,インターネット・アプリ,ゆのくにの森,,,"3,000円以上、5,000円未満",満足,茶碗を作った,満足,温泉最高,感じなかった,,6,,機会があれば行きたい,特になし,男性,1970,福井県,福井市,700万円以上800万円未満,能登牛が当たる,,,温泉最高
1424,加賀,小松空港,2023-12-25T16:31:28+09:00,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,中学生以下連れの家族,"温泉や露天風呂, 地元の美味しいものを食べる, 友人・親戚を訪ねる",飛行機,自家用車,,,使わない,"1,000円以上、3,000円未満","10,000円以上、20,000円未満",２～５回目,友人・知人,選択なし/該当施設なし,,,使わない,とても満足,,とても満足,,感じなかった,,9,,また行きたい（1年以内）,なし,女性,1981,神奈川県,横浜市,900万円以上1000万円未満,能登牛が当たる,,,
1425,加賀,小松空港,2023-12-25T17:01:45+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,中学生以下連れの家族,名所、旧跡の観光,飛行機,レンタカー,とても満足,,"3,000円以上、5,000円未満","3,000円以上、5,000円未満","10,000円以上、20,000円未満",２～５回目,インターネット・アプリ,日本自動車博物館,,,"3,000円以上、5,000円未満",とても満足,,とても満足,,感じなかった,,10,,また行きたい（1年以内）,金沢はコンパクトで良かった,男性,1984,福岡県,直方市,600万円以上700万円未満,能登牛が当たる,,,
1426,金沢,ホテル・トリフィート金沢,2023-12-25T17:04:36+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,夫婦2人,"宿でのんびり過ごす, 地元の美味しいものを食べる",飛行機,自家用車,,,"20,000円以上、30,000円未満","10,000円以上、20,000円未満","10,000円以上、20,000円未満",６～１０回目,"Instagram, 友人・知人",近江町市場,,,使わない,満足,,満足,,感じた,使用済みのタオルを回収するシステムがないこと,10,,また行きたい（1年以内）,特になし,女性,1997,東京都,大田区,1000万円以上1200万円未満,"能登牛が当たる, 石川県のおすすめ観光スポットが見たい",,,
1427,金沢,ホテル・トリフィート金沢,2023-12-25T17:10:11+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,夫婦2人,"地元の美味しいものを食べる, 名所、旧跡の観光, 買い物、アウトレット, 友人・親戚を訪ねる",飛行機,在来線,満足,駅からのアクセス良し,"10,000円以上、20,000円未満","10,000円以上、20,000円未満","50,000円以上、100,000円未満",初めて,インターネット・アプリ,近江町市場,,片町エリア,"10,000円以上、20,000円未満",満足,大浴場良かったです,満足,綺麗でオシャレな雰囲気が良かった,感じなかった,,8,,また行きたい（1年以内）,駅から離れたエリアの美味しい飲食店をもっと開拓してみたい。そういった情報の発信があると嬉しい。,男性,1982,東京都,大田区,1000万円以上1200万円未満,能登牛が当たる,,,
1428,加賀,小松空港,2023-12-25T17:16:30+09:00,2泊,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,家族3人,"温泉や露天風呂, 地元の美味しいものを食べる",飛行機,レンタカー,どちらでもない,レンタカーのカーナビがまともに動かない,"100,000円以上","20,000円以上、30,000円未満","100,000円以上",１１回目以上,何も参考にしない,選択なし/該当施設なし,白山神社,,"1,000円以上、3,000円未満",どちらでもない,割引がない,どちらでもない,施設が古い,感じた,施設が古い,6,特になし,また行きたい（1年以内）,特になし,男性,1962,東京都,品川区,1500万円以上,ひゃくまさんが好き,,,北陸の食事　食材の質が高い
1429,加賀,小松空港,2023-12-25T17:16:49+09:00,2泊,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,中学生以下連れの家族,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",飛行機,レンタカー,どちらでもない,乗り心地がイマイチ,"100,000円以上","5,000円以上、10,000円未満","10,000円以上、20,000円未満",６～１０回目,インターネット・アプリ,那谷寺,,,"3,000円以上、5,000円未満",満足,お土産が沢山,満足,,感じなかった,,10,,また行きたい（1年以内）,魚沢山食べたい,女性,1965,東京都,品川区,800万円以上900万円未満,能登牛が当たる,,,食べものが美味しい
1430,加賀,小松空港,2023-12-25T17:31:35+09:00,1泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,自分ひとり,宿でのんびり過ごす,在来線,路線バス,不満,運行本数が少ない,"5,000円以上、10,000円未満","1,000円未満","1,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,,,使わない,どちらでもない,買うものがない。制限エリアにもカードラウンジがほしい,不満,カードラウンジが制限エリアにないから。,感じた,カードラウンジが制限エリアにない。アクセスが悪い。,3,制限エリアにカードラウンジができたら早めに検査を受けられるのであればと思う,どちらともいえない,特に無し,無回答,1985,東京都,江東区,100万円未満,能登牛が当たる,,,なし
1431,金沢,ホテルインターゲート金沢,2023-12-25T17:38:19+09:00,3泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,富山県,職場の同僚,"地元の美味しいものを食べる, 買い物、アウトレット, 出張など仕事関係",自家用車,自家用車,,,"10,000円以上、20,000円未満","20,000円以上、30,000円未満","30,000円以上、40,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,,,"10,000円以上、20,000円未満",満足,,満足,,感じた,冷蔵庫が冷えない,7,,また行きたい（1年以内）,ホテルが安価で綺麗で、海産物、お寿司やおでん、居酒屋も楽しみに来ています。,女性,1985,大阪府,大阪市,600万円以上700万円未満,"能登牛が当たる, ",,,
1432,金沢,ホテルインターゲート金沢,2023-12-25T17:43:27+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,富山県,職場の同僚,"地元の美味しいものを食べる, 名所、旧跡の観光, 買い物、アウトレット, まちあるき、都市散策, 出張など仕事関係",自家用車,"自家用車, 徒歩",,,"20,000円以上、30,000円未満","20,000円以上、30,000円未満","40,000円以上、50,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,,自分自身調理師の為　食材などの調達も兼ねて,"20,000円以上、30,000円未満",満足,お迎えするにおもてなしやサービスが充実している,とても満足,予算的にもドリンクサービスなど上手く考えられている,感じなかった,,8,特に無いです,また行きたい（1年以内）,魚が美味いので年5回は来てます！,男性,1976,大阪府,大阪市,600万円以上700万円未満,"能登牛が当たる, なんとなく, ",,,リーズナブルでサービスが良い
1433,能登,のとじま水族館,2023-12-25T18:35:27+09:00,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,恋人,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策, ドライブ・ツーリング",新幹線,レンタカー,満足,,"30,000円以上、40,000円未満","30,000円以上、40,000円未満","20,000円以上、30,000円未満",初めて,"新聞・雑誌・ガイドブック, 友人・知人",選択なし/該当施設なし,和倉温泉,金沢市,"1,000円以上、3,000円未満",とても満足,ジンベイザメをはじめとして、間近に見れられ展示があった。また、説明の文章も丁寧だった。興味深いショーも多かったと思う。,満足,見るとこがたくさんあってよかった。,感じた,魚や動物の分類が書かれてないところが多い。目科属はどの生物にも記載して欲しい。,10,地元の名産物を増やして欲しい。産地が能登や石川以外のものが多い印象を受けた。,機会があれば行きたい,美味しい魚介,男性,1996,神奈川県,横浜市,800万円以上900万円未満,のとじま水族館が良かったため。,,,動物を間近で見れる点が良いと思った。
1434,加賀,小松空港,2023-12-25T18:50:36+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,家族,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光",飛行機,"路線バス, 徒歩",とても満足,バスの本数が多い,"10,000円以上、20,000円未満","3,000円以上、5,000円未満","20,000円以上、30,000円未満",２～５回目,"観光連盟やDMOのHP, インターネット・アプリ",選択なし/該当施設なし,,金沢市内,"1,000円以上、3,000円未満",どちらでもない,トイレ、レストランなど不便は感じない。,満足,適当な店の数,感じなかった,,8,観光が便利に出来、短期間でも楽しめる,また行きたい（1年以内）,今回は、雪道でしたが、兼六園は、雪景色が良かったので、別格の旅になりました。,男性,1973,東京都,杉並区,1000万円以上1200万円未満,"能登牛が当たる, 石川県のおすすめ観光スポットが見たい, なんとなく",,,観光と食べ歩きが楽しめたこと
