施設,タイムスタンプ,個人情報保護の方針について,全行程での宿泊数をお答えください（石川県以外での宿泊も含みます）,石川県内での宿泊数をお答えください,石川県内での宿泊エリアをお答えください,石川県外での宿泊エリアをお答えください,今回はどなたと石川県を訪れていますか？,今回の石川県の訪問目的は何ですか？（複数選択可）,石川県外から訪れた方にお聞きします。今回は主にどのような交通手段で石川県に来られましたか。※2つまでお答えください,次に、 当施設  を訪れる際に利用した主な交通手段をお答えください。※2つまでお答えください,前の設問で「自家用車」「徒歩」以外を選択された方にお聞きします。当該の交通手段をお使いいただいた満足度をお聞かせください。,上記満足度の理由について、具体的に教えてください,今回の旅行またはお出かけにおける、石川県内での具体的な宿泊費をお答えください。（予定でも可/１人あたり）,"今回の旅行またはお出かけにおける石川県内での具体的な交通費をお答えください。（予定でも可/１人あたり）
※石川県外からの交通費、石川県内での交通費を含む。","今回の旅行またはお出かけにおける、石川県内での具体的な現地消費額をお答えください。（予定でも可/１人あたり）
※飲食、買い物、体験・観光などの消費額合計
※宿泊費、交通費を除く",これまでに   当施設   には何度訪れたことがありますか。,今回   当施設   を訪れる際に参考にした情報源は何ですか？（複数選択可）,"当施設   の前に訪れた主な場所（施設やスポット名称、エリアなど）を、次の名称リストからひとつ選んでください。

※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。
※当施設   が最初に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。",上記名称リストにない場合について、具体的にお答えください。(前),"当施設   の後に訪れる予定の場所（施設やスポット名称、エリア）を、次の名称リストからひとつ選んでください

※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。
※当施設    が最後に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。",上記名称リストにない場合について、具体的にお答えください。(後),当施設    における、消費総額をお答えください。（予定でも可/１人あたり）,当施設 における、商品・サービスの満足度をお答えください,上記満足度の理由につい具体的に教えてください。(サービス),当施設   における、施設全体の満足度をお答えください。,上記満足度の理由につい具体的に教えてください。(施設全体),当施設   において、不便を感じたり困ったことはありましたか。,上記不便を感じたり、困ったことについて具体的に教えてください,あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。,あなたが求めている   当施設   の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください,今後、再び石川県を訪れたいと思いますか,"あなたが求めている石川県の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください。

(※必須項目です。無ければ「特になし」とご記入ください)",性別をお答えください,生まれた年をお答えください,お住いの都道府県をお答えください,"お住いの市区町村をお答えください
例：新宿区",世帯年収をお答えください,アンケートに回答しようと思った動機をお答えください,旅全体の総合満足度を教えてください。,"石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。
０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。",今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
那谷寺,2025/07/25 7:00:05,同意する,2泊,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,夫婦2人,"温泉や露天風呂, 名所、旧跡の観光, 各種体験（手作り、果物狩りなど）","新幹線, 在来線",ホテルバス,とても満足,良いバスで涼しかった,"50,000円以上 100,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",初めて,"観光パンフレット・ポスター, インターネット・アプリ",選択なし/該当施設なし,すぐホテルに来た,那谷寺,,"1,000円以上 3,000円未満",とても満足,フリードリンクや温泉卵等サービスが多い,とても満足,イスが多い,感じなかった,,10,スライダーが良かった,機会があれば行きたい,ホテルからのミニツアーがあるといい,女,1957,大阪府,池田市,100万円未満,景品が当たる,とても満足,10,のんびり出来る
トレインパーク白山,2025/07/25 10:04:41,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,友人,ドクターイエローを見にきました,自家用車,自家用車,,,使わない,"5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,観光パンフレット・ポスター,選択なし/該当施設なし,トレインパーク白山,選択なし／該当施設なし,,"1,000円未満",満足,通過する新幹線をみれて大満足,満足,トレヴィットの案内がよかった,感じなかった,無料エリア増やしてほしい,8,特になし,また行きたい（1年以内）,特になし,女,2000,石川県,野々市市,200万円以上 300万円未満,景品が当たる,満足,8,ご飯がおいしい
トレインパーク白山,2025/07/25 10:04:47,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,職場の同僚,出張など仕事関係,レンタカー,レンタカー,,,使わない,使わない,使わない,初めて,観光展・物産展,選択なし/該当施設なし,,選択なし／該当施設なし,,使わない,満足,施設がきれい,満足,施設がきれい,感じなかった,,10,無料エリア増やして欲しい,石川県在住,特になし,女,2002,石川県,野々市市,200万円以上 300万円未満,景品が当たる,満足,10,野々市市がすてき
トレインパーク白山,2025/07/25 11:07:20,同意する,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,小学生以下連れの家族,"テーマパーク（遊園地、動物園、博物館など）, 北陸の鉄道に乗ること","新幹線, 在来線",路線バス,とても満足,鉄道好きの子供が大満足,"100,000円以上","100,000円以上","100,000円以上",2～5回目,"新聞・雑誌・ガイドブック, インターネット・アプリ",選択なし/該当施設なし,,選択なし／該当施設なし,富山,"3,000円以上 5,000円未満",とても満足,,とても満足,,感じなかった,,10,,また行きたい（1年以内）,鉄道会社の運行本数を多くしてほしい,女,1976,栃木県,鹿沼市,500万円以上 600万円未満,"景品が当たる, ひゃくまんさんが好き",とても満足,10,
日本自動車博物館,2025/07/25 12:17:28,同意する,4泊以上,3泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,福井県,小学生以下連れの家族,"地元の美味しいものを食べる, 名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）, ドライブ・ツーリング",自家用車,自家用車,,,"50,000円以上 100,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満",6～10回目,インターネット・アプリ,選択なし/該当施設なし,こまつの杜,選択なし／該当施設なし,兼六園,"3,000円以上 5,000円未満",とても満足,笑顔で対応してくれたから,とても満足,全てにおいて,感じなかった,,10,,また行きたい（1年以内）,特になし,男,1974,広島県,東広島市,"1,000万円以上 1,200万円未満","石川県のおすすめ観光スポットが見たい, 石川県の雑学を知りたい",とても満足,10,食や文化が魅力的だから
トレインパーク白山,2025/07/25 14:22:48,同意する,2泊,石川県内には宿泊しない,石川県内には宿泊しない,福井県,小学生以下連れの家族,テーマパーク（遊園地、動物園、博物館など）,"飛行機, 高速バス","在来線, 路線バス",満足,トレインパークへのバスがあった,使わない,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,,選択なし／該当施設なし,,使わない,どちらでもない,,どちらでもない,,感じなかった,,7,,機会があれば行きたい,電車の本数,男,1990,埼玉県,朝霞市,400万円以上 500万円未満,景品が当たる,満足,7,
加賀伝統工芸村　ゆのくにの森,2025/07/25 14:23:55,同意する,2泊,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,小学生以下連れの家族,"温泉や露天風呂, 地元の美味しいものを食べる, 各種体験（手作り、果物狩りなど）",自家用車,自家用車,,,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",2～5回目,インターネット・アプリ,選択なし/該当施設なし,,選択なし／該当施設なし,,"3,000円以上 5,000円未満",満足,,満足,,感じなかった,,8,,また行きたい（1年以内）,特になし,女,1988,岐阜県,各務原市,"1,000万円以上 1,200万円未満",景品が当たる,とても満足,8,
トレインパーク白山,2025/07/25 15:00:44,同意する,2泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,富山県,小学生以下連れの家族,まちあるき、都市散策,自家用車,自家用車,,もともと金沢に住んでいたが 久しぶりに帰ってこれた。初めてこの施設を訪れたが間近で電車が見れて子供も大満足！ソフトクリームも大変美味しかった。,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","1,000円以上 3,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,福井県の恐竜博物館,選択なし／該当施設なし,金沢駅周辺 ぶらり旅,"1,000円以上 3,000円未満",とても満足,ソフトクリームが 味も美味しく 見た目のインパクトも強くてコンセプトに基づいていてすごく良かったと思う,とても満足,,感じなかった,,4,,また行きたい（1年以内）,自分が住んでいた頃のお店はもう なくなってばっかりだけど、新しい店が次々にできていて それはそれで楽しい,男,1997,島根県,安来市,700万円以上 800万円未満,景品が当たる,とても満足,5,トレインパーク白山
加賀伝統工芸村　ゆのくにの森,2025/07/25 15:45:07,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,友人,"名所、旧跡の観光, 買い物、アウトレット, お祭りやイベントへの参加・見物, 各種体験（手作り、果物狩りなど）",飛行機,路線バス,とても満足,,使わない,"5,000円以上 10,000円未満","1,000円以上 3,000円未満",初めて,"観光展・物産展, TV・ラジオ番組やCM, 観光パンフレット・ポスター, Instagram",ゆのくにの森,,那谷寺,,"5,000円以上 10,000円未満",とても満足,,とても満足,,感じなかった,,10,,機会があれば行きたい,特になし,女,2004,石川県,加賀市,100万円未満,景品が当たる,とても満足,10,
加賀伝統工芸村　ゆのくにの森,2025/07/25 15:55:21,同意する,日帰り,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,自分ひとり,"買い物、アウトレット, 各種体験（手作り、果物狩りなど）","新幹線, 飛行機","路線バス, 徒歩",どちらでもない,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","3,000円以上 5,000円未満",初めて,"Instagram, Facebook, 友人・知人",ゆのくにの森,,ゆのくにの森,,"10,000円以上 20,000円未満",とても満足,,とても満足,,感じた,,10,,機会があれば行きたい,特になし,男,2005,石川県,加賀市,100万円未満,"景品が当たる, ARでひゃくまんさんと写真が撮りたかった, 動く３Dひゃくまんさんを見たい",とても満足,10,
月うさぎの里,2025/07/25 16:19:06,同意する,1泊,石川県内には宿泊しない,石川県内には宿泊しない,福井県,小学生以下連れの家族,テーマパーク（遊園地、動物園、博物館など）,"レンタカー, 新幹線",レンタカー,どちらでもない,駐車場は広かった,"1,000円以上 3,000円未満","1,000円以上 3,000円未満","30,000円以上 40,000円未満",初めて,新聞・雑誌・ガイドブック,選択なし/該当施設なし,越前松前水族館,選択なし／該当施設なし,恐竜博物館,"1,000円以上 3,000円未満",どちらでもない,閉館間際にきてしまい、あまりうさぎとふれあえなかったから,どちらでもない,,感じなかった,,6,ソフトはさっぱりしていて、クッキーのうさぎイラストが可愛かった,機会があれば行きたい,かに,女,1971,大阪府,摂津市,800万円以上 900万円未満,"景品が当たる, 石川県のおすすめ観光スポットが見たい",どちらでもない,7,うさぎ好きな方はいいかなと思う。うさぎかわいかったので
小松空港,2025/07/25 18:08:26,同意する,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,友人,お祭りやイベントへの参加・見物,飛行機,自家用車,,,使わない,"3,000円以上 5,000円未満","1,000円以上 3,000円未満",11回目以上,"友人・知人, 観光協会等の案内所",選択なし/該当施設なし,湯涌温泉観光協会(いろは館),選択なし／該当施設なし,小松空港より帰路についた,"1,000円以上 3,000円未満",どちらでもない,特出した満足も不満もなかったため,どちらでもない,特出した満足も不満もなかったため,感じなかった,,7,保安検査エリア内でお弁当などのしっかりとした食事が購入できると良いと感じた,また行きたい（1年以内）,特になし,男,1983,埼玉県,所沢市,500万円以上 600万円未満,景品が当たる,満足,8,渋滞が少なく、移動に対するストレスが少ないところ
いしかわ動物園,2025/07/25 23:44:32,同意する,3泊,3泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,小学生以下連れの家族,地元の美味しいものを食べる,自家用車,自家用車,,,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満",2～5回目,"インターネット・アプリ, Instagram",選択なし/該当施設なし,,月うさぎの里,,"30,000円以上 40,000円未満",とても満足,スプリンクラーや空調などの熱中症対策,とても満足,受付の従業員さんが親切,感じなかった,,10,,また行きたい（1年以内）,特になし,男,1985,群馬県,高崎市,600万円以上 700万円未満,"景品が当たる, ひゃくまんさんが好き, 石川県のおすすめ観光スポットが見たい",とても満足,10,
トレインパーク白山,2025/07/26 10:22:36,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,小学生以下連れの家族,"テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット",自家用車,自家用車,とても満足,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","1,000円未満",11回目以上,"観光展・物産展, 新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, 観光パンフレット・ポスター, インターネット・アプリ",月うさぎの里,,那谷寺,,"5,000円以上 10,000円未満",とても満足,子供達が満足したから,満足,子供達が幅広く楽しめた,感じなかった,,9,,機会があれば行きたい,家族連れで食べられるお店があるといいな,男,1995,福井県,福井市,"900万円以上 1,000万円未満",景品が当たる,とても満足,9,ごはん
小松空港,2025/07/26 10:38:00,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,東京都,友人,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",飛行機,路線バス,とても満足,,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","30,000円以上 40,000円未満",2～5回目,インターネット・アプリ,木場潟公園,,那谷寺,,"40,000円以上 50,000円未満",とても満足,,とても満足,,感じなかった,,10,,また行きたい（1年以内）,海鮮,男,1989,石川県,小松市,500万円以上 600万円未満,"景品が当たる, ひゃくまんさんが好き",とても満足,10,
